Taille;Morphologie;Methode;Nb_visites;Temps
100;ABR_filiforme;Infixe;100;0.000003000
100;ABR_filiforme;Naif;296;0.000003000
100;ABR_filiforme;Definition;100;0.000002000
100;ABR_filiforme;Infixe;100;0.000002000
100;ABR_filiforme;Naif;292;0.000003000
100;ABR_filiforme;Definition;100;0.000002000
100;ABR_filiforme;Infixe;100;0.000002000
100;non_ABR_filiforme;Naif;287;0.000003000
100;non_ABR_filiforme;Definition;100;0.000002000
100;non_ABR_filiforme;Infixe;2;0.000000000
100;non_ABR_filiforme;Naif;286;0.000003000
100;non_ABR_filiforme;Definition;100;0.000002000
100;non_ABR_filiforme;Infixe;2;0.000001000
100;non_ABR_filiforme;Naif;294;0.000003000
100;non_ABR_filiforme;Definition;100;0.000002000
100;non_ABR_filiforme;Infixe;3;0.000000000
100;non_ABR_filiforme;Naif;291;0.000003000
100;non_ABR_filiforme;Definition;100;0.000002000
100;non_ABR_filiforme;Infixe;9;0.000001000
100;non_ABR_filiforme;Naif;295;0.000003000
100;non_ABR_filiforme;Definition;100;0.000002000
100;non_ABR_filiforme;Infixe;3;0.000001000
100;ABR_quelconque;Naif;290;0.000004000
100;ABR_quelconque;Definition;100;0.000002000
100;ABR_quelconque;Infixe;100;0.000002000
100;ABR_quelconque;Naif;289;0.000003000
100;ABR_quelconque;Definition;100;0.000002000
100;ABR_quelconque;Infixe;100;0.000002000
100;ABR_quelconque;Naif;290;0.000003000
100;ABR_quelconque;Definition;100;0.000001000
100;ABR_quelconque;Infixe;100;0.000002000
100;ABR_quelconque;Naif;288;0.000002000
100;ABR_quelconque;Definition;100;0.000002000
100;ABR_quelconque;Infixe;100;0.000002000
100;ABR_quelconque;Naif;288;0.000003000
100;ABR_quelconque;Definition;100;0.000002000
100;ABR_quelconque;Infixe;100;0.000002000
100;non_ABR_quelconque;Naif;9;0.000000000
100;non_ABR_quelconque;Definition;7;0.000000000
100;non_ABR_quelconque;Infixe;6;0.000000000
100;non_ABR_quelconque;Naif;8;0.000000000
100;non_ABR_quelconque;Definition;7;0.000000000
100;non_ABR_quelconque;Infixe;7;0.000000000
100;non_ABR_quelconque;Naif;5;0.000001000
100;non_ABR_quelconque;Definition;4;0.000001000
100;non_ABR_quelconque;Infixe;4;0.000000000
100;non_ABR_quelconque;Naif;21;0.000001000
100;non_ABR_quelconque;Definition;11;0.000000000
100;non_ABR_quelconque;Infixe;7;0.000001000
100;non_ABR_quelconque;Naif;5;0.000001000
100;non_ABR_quelconque;Definition;3;0.000000000
100;non_ABR_quelconque;Infixe;3;0.000001000
200;ABR_presque_complet;Naif;585;0.000003000
200;ABR_presque_complet;Definition;200;0.000002000
200;ABR_presque_complet;Infixe;200;0.000001000
200;ABR_presque_complet;Naif;585;0.000003000
200;ABR_presque_complet;Definition;200;0.000001000
200;ABR_presque_complet;Infixe;200;0.000001000
200;ABR_presque_complet;Naif;585;0.000003000
200;ABR_presque_complet;Definition;200;0.000001000
200;ABR_presque_complet;Infixe;200;0.000002000
200;ABR_presque_complet;Naif;585;0.000003000
200;ABR_presque_complet;Definition;200;0.000002000
200;ABR_presque_complet;Infixe;200;0.000003000
200;ABR_presque_complet;Naif;585;0.000004000
200;ABR_presque_complet;Definition;200;0.000002000
200;ABR_presque_complet;Infixe;200;0.000002000
200;non_ABR_presque_complet;Naif;10;0.000000000
200;non_ABR_presque_complet;Definition;8;0.000001000
200;non_ABR_presque_complet;Infixe;8;0.000000000
200;non_ABR_presque_complet;Naif;10;0.000001000
200;non_ABR_presque_complet;Definition;8;0.000000000
200;non_ABR_presque_complet;Infixe;8;0.000001000
200;non_ABR_presque_complet;Naif;10;0.000001000
200;non_ABR_presque_complet;Definition;8;0.000000000
200;non_ABR_presque_complet;Infixe;8;0.000001000
200;non_ABR_presque_complet;Naif;10;0.000006000
200;non_ABR_presque_complet;Definition;8;0.000001000
200;non_ABR_presque_complet;Infixe;8;0.000000000
200;non_ABR_presque_complet;Naif;10;0.000000000
200;non_ABR_presque_complet;Definition;8;0.000000000
200;non_ABR_presque_complet;Infixe;8;0.000000000
200;ABR_filiforme;Naif;596;0.000008000
200;ABR_filiforme;Definition;200;0.000005000
200;ABR_filiforme;Infixe;200;0.000006000
200;ABR_filiforme;Naif;597;0.000007000
200;ABR_filiforme;Definition;200;0.000004000
200;ABR_filiforme;Infixe;200;0.000006000
200;ABR_filiforme;Naif;597;0.000007000
200;ABR_filiforme;Definition;200;0.000004000
200;ABR_filiforme;Infixe;200;0.000005000
200;ABR_filiforme;Naif;597;0.000007000
200;ABR_filiforme;Definition;200;0.000005000
200;ABR_filiforme;Infixe;200;0.000005000
200;ABR_filiforme;Naif;596;0.000006000
200;ABR_filiforme;Definition;200;0.000004000
200;ABR_filiforme;Infixe;200;0.000005000
200;non_ABR_filiforme;Naif;589;0.000007000
200;non_ABR_filiforme;Definition;200;0.000004000
200;non_ABR_filiforme;Infixe;2;0.000000000
200;non_ABR_filiforme;Naif;586;0.000007000
200;non_ABR_filiforme;Definition;200;0.000004000
200;non_ABR_filiforme;Infixe;2;0.000001000
200;non_ABR_filiforme;Naif;595;0.000007000
200;non_ABR_filiforme;Definition;200;0.000004000
200;non_ABR_filiforme;Infixe;4;0.000000000
200;non_ABR_filiforme;Naif;591;0.000007000
200;non_ABR_filiforme;Definition;200;0.000005000
200;non_ABR_filiforme;Infixe;2;0.000000000
200;non_ABR_filiforme;Naif;595;0.000006000
200;non_ABR_filiforme;Definition;200;0.000004000
200;non_ABR_filiforme;Infixe;4;0.000000000
200;ABR_quelconque;Naif;585;0.000008000
200;ABR_quelconque;Definition;200;0.000003000
200;ABR_quelconque;Infixe;200;0.000005000
200;ABR_quelconque;Naif;591;0.000007000
200;ABR_quelconque;Definition;200;0.000004000
200;ABR_quelconque;Infixe;200;0.000004000
200;ABR_quelconque;Naif;581;0.000006000
200;ABR_quelconque;Definition;200;0.000004000
200;ABR_quelconque;Infixe;200;0.000004000
200;ABR_quelconque;Naif;590;0.000007000
200;ABR_quelconque;Definition;200;0.000004000
200;ABR_quelconque;Infixe;200;0.000004000
200;ABR_quelconque;Naif;588;0.000006000
200;ABR_quelconque;Definition;200;0.000003000
200;ABR_quelconque;Infixe;200;0.000004000
200;non_ABR_quelconque;Naif;9;0.000005000
200;non_ABR_quelconque;Definition;8;0.000001000
200;non_ABR_quelconque;Infixe;8;0.000000000
200;non_ABR_quelconque;Naif;8;0.000000000
200;non_ABR_quelconque;Definition;7;0.000001000
200;non_ABR_quelconque;Infixe;7;0.000000000
200;non_ABR_quelconque;Naif;9;0.000001000
200;non_ABR_quelconque;Definition;5;0.000001000
200;non_ABR_quelconque;Infixe;5;0.000000000
200;non_ABR_quelconque;Naif;13;0.000000000
200;non_ABR_quelconque;Definition;9;0.000001000
200;non_ABR_quelconque;Infixe;8;0.000000000
200;non_ABR_quelconque;Naif;42;0.000001000
200;non_ABR_quelconque;Definition;3;0.000001000
200;non_ABR_quelconque;Infixe;3;0.000000000
500;ABR_presque_complet;Naif;1483;0.000009000
500;ABR_presque_complet;Definition;500;0.000004000
500;ABR_presque_complet;Infixe;500;0.000005000
500;ABR_presque_complet;Naif;1483;0.000006000
500;ABR_presque_complet;Definition;500;0.000003000
500;ABR_presque_complet;Infixe;500;0.000003000
500;ABR_presque_complet;Naif;1483;0.000006000
500;ABR_presque_complet;Definition;500;0.000003000
500;ABR_presque_complet;Infixe;500;0.000004000
500;ABR_presque_complet;Naif;1483;0.000007000
500;ABR_presque_complet;Definition;500;0.000003000
500;ABR_presque_complet;Infixe;500;0.000003000
500;ABR_presque_complet;Naif;1483;0.000006000
500;ABR_presque_complet;Definition;500;0.000003000
500;ABR_presque_complet;Infixe;500;0.000004000
500;non_ABR_presque_complet;Naif;11;0.000000000
500;non_ABR_presque_complet;Definition;9;0.000000000
500;non_ABR_presque_complet;Infixe;9;0.000000000
500;non_ABR_presque_complet;Naif;11;0.000000000
500;non_ABR_presque_complet;Definition;9;0.000000000
500;non_ABR_presque_complet;Infixe;9;0.000000000
500;non_ABR_presque_complet;Naif;11;0.000001000
500;non_ABR_presque_complet;Definition;9;0.000001000
500;non_ABR_presque_complet;Infixe;9;0.000000000
500;non_ABR_presque_complet;Naif;11;0.000001000
500;non_ABR_presque_complet;Definition;9;0.000000000
500;non_ABR_presque_complet;Infixe;9;0.000000000
500;non_ABR_presque_complet;Naif;11;0.000001000
500;non_ABR_presque_complet;Definition;9;0.000001000
500;non_ABR_presque_complet;Infixe;9;0.000001000
500;ABR_filiforme;Naif;1493;0.000016000
500;ABR_filiforme;Definition;500;0.000011000
500;ABR_filiforme;Infixe;500;0.000012000
500;ABR_filiforme;Naif;1497;0.000016000
500;ABR_filiforme;Definition;500;0.000011000
500;ABR_filiforme;Infixe;500;0.000012000
500;ABR_filiforme;Naif;1497;0.000016000
500;ABR_filiforme;Definition;500;0.000011000
500;ABR_filiforme;Infixe;500;0.000012000
500;ABR_filiforme;Naif;1496;0.000016000
500;ABR_filiforme;Definition;500;0.000010000
500;ABR_filiforme;Infixe;500;0.000010000
500;ABR_filiforme;Naif;1497;0.000016000
500;ABR_filiforme;Definition;500;0.000010000
500;ABR_filiforme;Infixe;500;0.000012000
500;non_ABR_filiforme;Naif;1487;0.000016000
500;non_ABR_filiforme;Definition;500;0.000010000
500;non_ABR_filiforme;Infixe;2;0.000000000
500;non_ABR_filiforme;Naif;1492;0.000017000
500;non_ABR_filiforme;Definition;500;0.000010000
500;non_ABR_filiforme;Infixe;2;0.000001000
500;non_ABR_filiforme;Naif;1491;0.000017000
500;non_ABR_filiforme;Definition;500;0.000011000
500;non_ABR_filiforme;Infixe;2;0.000000000
500;non_ABR_filiforme;Naif;1495;0.000015000
500;non_ABR_filiforme;Definition;500;0.000011000
500;non_ABR_filiforme;Infixe;4;0.000000000
500;non_ABR_filiforme;Naif;1495;0.000014000
500;non_ABR_filiforme;Definition;500;0.000009000
500;non_ABR_filiforme;Infixe;4;0.000000000
500;ABR_quelconque;Naif;1488;0.000017000
500;ABR_quelconque;Definition;500;0.000007000
500;ABR_quelconque;Infixe;500;0.000009000
500;ABR_quelconque;Naif;1490;0.000019000
500;ABR_quelconque;Definition;500;0.000006000
500;ABR_quelconque;Infixe;500;0.000008000
500;ABR_quelconque;Naif;1488;0.000015000
500;ABR_quelconque;Definition;500;0.000007000
500;ABR_quelconque;Infixe;500;0.000008000
500;ABR_quelconque;Naif;1483;0.000015000
500;ABR_quelconque;Definition;500;0.000007000
500;ABR_quelconque;Infixe;500;0.000008000
500;ABR_quelconque;Naif;1488;0.000015000
500;ABR_quelconque;Definition;500;0.000007000
500;ABR_quelconque;Infixe;500;0.000008000
500;non_ABR_quelconque;Naif;12;0.000001000
500;non_ABR_quelconque;Definition;11;0.000001000
500;non_ABR_quelconque;Infixe;11;0.000001000
500;non_ABR_quelconque;Naif;333;0.000003000
500;non_ABR_quelconque;Definition;114;0.000002000
500;non_ABR_quelconque;Infixe;8;0.000001000
500;non_ABR_quelconque;Naif;107;0.000001000
500;non_ABR_quelconque;Definition;41;0.000001000
500;non_ABR_quelconque;Infixe;11;0.000001000
500;non_ABR_quelconque;Naif;32;0.000001000
500;non_ABR_quelconque;Definition;17;0.000001000
500;non_ABR_quelconque;Infixe;15;0.000001000
500;non_ABR_quelconque;Naif;16;0.000000000
500;non_ABR_quelconque;Definition;5;0.000000000
500;non_ABR_quelconque;Infixe;5;0.000000000
1000;ABR_presque_complet;Naif;2981;0.000016000
1000;ABR_presque_complet;Definition;1000;0.000007000
1000;ABR_presque_complet;Infixe;1000;0.000011000
1000;ABR_presque_complet;Naif;2981;0.000014000
1000;ABR_presque_complet;Definition;1000;0.000019000
1000;ABR_presque_complet;Infixe;1000;0.000010000
1000;ABR_presque_complet;Naif;2981;0.000013000
1000;ABR_presque_complet;Definition;1000;0.000005000
1000;ABR_presque_complet;Infixe;1000;0.000007000
1000;ABR_presque_complet;Naif;2981;0.000013000
1000;ABR_presque_complet;Definition;1000;0.000005000
1000;ABR_presque_complet;Infixe;1000;0.000007000
1000;ABR_presque_complet;Naif;2981;0.000013000
1000;ABR_presque_complet;Definition;1000;0.000006000
1000;ABR_presque_complet;Infixe;1000;0.000007000
1000;non_ABR_presque_complet;Naif;12;0.000000000
1000;non_ABR_presque_complet;Definition;10;0.000000000
1000;non_ABR_presque_complet;Infixe;10;0.000000000
1000;non_ABR_presque_complet;Naif;12;0.000000000
1000;non_ABR_presque_complet;Definition;10;0.000000000
1000;non_ABR_presque_complet;Infixe;10;0.000000000
1000;non_ABR_presque_complet;Naif;12;0.000000000
1000;non_ABR_presque_complet;Definition;10;0.000000000
1000;non_ABR_presque_complet;Infixe;10;0.000000000
1000;non_ABR_presque_complet;Naif;12;0.000001000
1000;non_ABR_presque_complet;Definition;10;0.000000000
1000;non_ABR_presque_complet;Infixe;10;0.000000000
1000;non_ABR_presque_complet;Naif;12;0.000001000
1000;non_ABR_presque_complet;Definition;10;0.000001000
1000;non_ABR_presque_complet;Infixe;10;0.000001000
1000;ABR_filiforme;Naif;2996;0.000029000
1000;ABR_filiforme;Definition;1000;0.000018000
1000;ABR_filiforme;Infixe;1000;0.000021000
1000;ABR_filiforme;Naif;2997;0.000027000
1000;ABR_filiforme;Definition;1000;0.000018000
1000;ABR_filiforme;Infixe;1000;0.000019000
1000;ABR_filiforme;Naif;2993;0.000031000
1000;ABR_filiforme;Definition;1000;0.000017000
1000;ABR_filiforme;Infixe;1000;0.000020000
1000;ABR_filiforme;Naif;2997;0.000028000
1000;ABR_filiforme;Definition;1000;0.000017000
1000;ABR_filiforme;Infixe;1000;0.000020000
1000;ABR_filiforme;Naif;2996;0.000028000
1000;ABR_filiforme;Definition;1000;0.000018000
1000;ABR_filiforme;Infixe;1000;0.000020000
1000;non_ABR_filiforme;Naif;2995;0.000028000
1000;non_ABR_filiforme;Definition;1000;0.000019000
1000;non_ABR_filiforme;Infixe;4;0.000001000
1000;non_ABR_filiforme;Naif;2995;0.000028000
1000;non_ABR_filiforme;Definition;1000;0.000017000
1000;non_ABR_filiforme;Infixe;5;0.000000000
1000;non_ABR_filiforme;Naif;2993;0.000027000
1000;non_ABR_filiforme;Definition;1000;0.000017000
1000;non_ABR_filiforme;Infixe;6;0.000000000
1000;non_ABR_filiforme;Naif;2988;0.000027000
1000;non_ABR_filiforme;Definition;1000;0.000017000
1000;non_ABR_filiforme;Infixe;6;0.000000000
1000;non_ABR_filiforme;Naif;2993;0.000028000
1000;non_ABR_filiforme;Definition;1000;0.000017000
1000;non_ABR_filiforme;Infixe;5;0.000001000
1000;ABR_quelconque;Naif;2989;0.000030000
1000;ABR_quelconque;Definition;1000;0.000013000
1000;ABR_quelconque;Infixe;1000;0.000016000
1000;ABR_quelconque;Naif;2988;0.000030000
1000;ABR_quelconque;Definition;1000;0.000013000
1000;ABR_quelconque;Infixe;1000;0.000052000
1000;ABR_quelconque;Naif;2984;0.000033000
1000;ABR_quelconque;Definition;1000;0.000013000
1000;ABR_quelconque;Infixe;1000;0.000015000
1000;ABR_quelconque;Naif;2978;0.000030000
1000;ABR_quelconque;Definition;1000;0.000013000
1000;ABR_quelconque;Infixe;1000;0.000016000
1000;ABR_quelconque;Naif;2976;0.000028000
1000;ABR_quelconque;Definition;1000;0.000013000
1000;ABR_quelconque;Infixe;1000;0.000016000
1000;non_ABR_quelconque;Naif;18;0.000000000
1000;non_ABR_quelconque;Definition;6;0.000000000
1000;non_ABR_quelconque;Infixe;6;0.000000000
1000;non_ABR_quelconque;Naif;9;0.000000000
1000;non_ABR_quelconque;Definition;8;0.000000000
1000;non_ABR_quelconque;Infixe;8;0.000001000
1000;non_ABR_quelconque;Naif;8;0.000001000
1000;non_ABR_quelconque;Definition;7;0.000001000
1000;non_ABR_quelconque;Infixe;7;0.000001000
1000;non_ABR_quelconque;Naif;378;0.000004000
1000;non_ABR_quelconque;Definition;5;0.000000000
1000;non_ABR_quelconque;Infixe;5;0.000000000
1000;non_ABR_quelconque;Naif;11;0.000001000
1000;non_ABR_quelconque;Definition;10;0.000000000
1000;non_ABR_quelconque;Infixe;10;0.000000000
2000;ABR_presque_complet;Naif;5979;0.000027000
2000;ABR_presque_complet;Definition;2000;0.000011000
2000;ABR_presque_complet;Infixe;2000;0.000013000
2000;ABR_presque_complet;Naif;5979;0.000032000
2000;ABR_presque_complet;Definition;2000;0.000014000
2000;ABR_presque_complet;Infixe;2000;0.000020000
2000;ABR_presque_complet;Naif;5979;0.000035000
2000;ABR_presque_complet;Definition;2000;0.000015000
2000;ABR_presque_complet;Infixe;2000;0.000030000
2000;ABR_presque_complet;Naif;5979;0.000036000
2000;ABR_presque_complet;Definition;2000;0.000012000
2000;ABR_presque_complet;Infixe;2000;0.000013000
2000;ABR_presque_complet;Naif;5979;0.000026000
2000;ABR_presque_complet;Definition;2000;0.000011000
2000;ABR_presque_complet;Infixe;2000;0.000013000
2000;non_ABR_presque_complet;Naif;13;0.000001000
2000;non_ABR_presque_complet;Definition;11;0.000001000
2000;non_ABR_presque_complet;Infixe;11;0.000001000
2000;non_ABR_presque_complet;Naif;13;0.000000000
2000;non_ABR_presque_complet;Definition;11;0.000000000
2000;non_ABR_presque_complet;Infixe;11;0.000000000
2000;non_ABR_presque_complet;Naif;13;0.000000000
2000;non_ABR_presque_complet;Definition;11;0.000000000
2000;non_ABR_presque_complet;Infixe;11;0.000000000
2000;non_ABR_presque_complet;Naif;13;0.000000000
2000;non_ABR_presque_complet;Definition;11;0.000000000
2000;non_ABR_presque_complet;Infixe;11;0.000000000
2000;non_ABR_presque_complet;Naif;13;0.000001000
2000;non_ABR_presque_complet;Definition;11;0.000001000
2000;non_ABR_presque_complet;Infixe;11;0.000001000
2000;ABR_filiforme;Naif;5995;0.000056000
2000;ABR_filiforme;Definition;2000;0.000035000
2000;ABR_filiforme;Infixe;2000;0.000040000
2000;ABR_filiforme;Naif;5997;0.000067000
2000;ABR_filiforme;Definition;2000;0.000035000
2000;ABR_filiforme;Infixe;2000;0.000040000
2000;ABR_filiforme;Naif;5996;0.000055000
2000;ABR_filiforme;Definition;2000;0.000038000
2000;ABR_filiforme;Infixe;2000;0.000040000
2000;ABR_filiforme;Naif;5997;0.000055000
2000;ABR_filiforme;Definition;2000;0.000034000
2000;ABR_filiforme;Infixe;2000;0.000041000
2000;ABR_filiforme;Naif;5996;0.000055000
2000;ABR_filiforme;Definition;2000;0.000034000
2000;ABR_filiforme;Infixe;2000;0.000039000
2000;non_ABR_filiforme;Naif;5993;0.000058000
2000;non_ABR_filiforme;Definition;2000;0.000040000
2000;non_ABR_filiforme;Infixe;5;0.000001000
2000;non_ABR_filiforme;Naif;5995;0.000055000
2000;non_ABR_filiforme;Definition;2000;0.000039000
2000;non_ABR_filiforme;Infixe;3;0.000000000
2000;non_ABR_filiforme;Naif;5994;0.000054000
2000;non_ABR_filiforme;Definition;2000;0.000034000
2000;non_ABR_filiforme;Infixe;4;0.000000000
2000;non_ABR_filiforme;Naif;5993;0.000055000
2000;non_ABR_filiforme;Definition;2000;0.000034000
2000;non_ABR_filiforme;Infixe;5;0.000000000
2000;non_ABR_filiforme;Naif;5995;0.000054000
2000;non_ABR_filiforme;Definition;2000;0.000034000
2000;non_ABR_filiforme;Infixe;5;0.000001000
2000;ABR_quelconque;Naif;5980;0.000059000
2000;ABR_quelconque;Definition;2000;0.000026000
2000;ABR_quelconque;Infixe;2000;0.000035000
2000;ABR_quelconque;Naif;5988;0.000057000
2000;ABR_quelconque;Definition;2000;0.000026000
2000;ABR_quelconque;Infixe;2000;0.000034000
2000;ABR_quelconque;Naif;5988;0.000063000
2000;ABR_quelconque;Definition;2000;0.000028000
2000;ABR_quelconque;Infixe;2000;0.000035000
2000;ABR_quelconque;Naif;5983;0.000063000
2000;ABR_quelconque;Definition;2000;0.000028000
2000;ABR_quelconque;Infixe;2000;0.000035000
2000;ABR_quelconque;Naif;5988;0.000068000
2000;ABR_quelconque;Definition;2000;0.000029000
2000;ABR_quelconque;Infixe;2000;0.000035000
2000;non_ABR_quelconque;Naif;9;0.000000000
2000;non_ABR_quelconque;Definition;7;0.000000000
2000;non_ABR_quelconque;Infixe;7;0.000001000
2000;non_ABR_quelconque;Naif;7;0.000001000
2000;non_ABR_quelconque;Definition;6;0.000000000
2000;non_ABR_quelconque;Infixe;6;0.000001000
2000;non_ABR_quelconque;Naif;10;0.000001000
2000;non_ABR_quelconque;Definition;9;0.000001000
2000;non_ABR_quelconque;Infixe;9;0.000000000
2000;non_ABR_quelconque;Naif;13;0.000000000
2000;non_ABR_quelconque;Definition;9;0.000000000
2000;non_ABR_quelconque;Infixe;7;0.000001000
2000;non_ABR_quelconque;Naif;10;0.000001000
2000;non_ABR_quelconque;Definition;9;0.000000000
2000;non_ABR_quelconque;Infixe;9;0.000001000
5000;ABR_presque_complet;Naif;14975;0.000065000
5000;ABR_presque_complet;Definition;5000;0.000026000
5000;ABR_presque_complet;Infixe;5000;0.000033000
5000;ABR_presque_complet;Naif;14975;0.000063000
5000;ABR_presque_complet;Definition;5000;0.000027000
5000;ABR_presque_complet;Infixe;5000;0.000033000
5000;ABR_presque_complet;Naif;14975;0.000064000
5000;ABR_presque_complet;Definition;5000;0.000026000
5000;ABR_presque_complet;Infixe;5000;0.000032000
5000;ABR_presque_complet;Naif;14975;0.000064000
5000;ABR_presque_complet;Definition;5000;0.000026000
5000;ABR_presque_complet;Infixe;5000;0.000045000
